"","id","Year","Month","Day","day_of_week","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"21",1823059205,2014,6,4,3,2e+05,3,1.5,2060,15837,1.5,0,0,3,6,2060,0,1903,0,98055,47.4819,-122.223,2190,8549
"22",7202330530,2015,1,16,5,479000,3,2.5,1690,3322,2,0,0,3,7,1690,0,2003,0,98053,47.6824,-122.036,1650,3446
"23",4054560120,2014,10,8,3,970000,3,3.5,3840,53696,2,0,0,3,9,3840,0,1996,0,98077,47.7322,-122.035,3810,35181
"24",6117900010,2014,12,31,3,755000,3,3.25,3450,15586,2,0,0,3,11,2690,760,1989,0,98166,47.4294,-122.343,3560,15046
"25",9834200305,2015,2,10,2,615000,3,1,1790,3876,1.5,0,0,5,7,1090,700,1904,0,98144,47.575,-122.288,1360,4080
"26",5160300030,2015,4,1,3,660000,4,1.75,1870,10450,1,0,0,3,8,1620,250,1978,0,98005,47.5938,-122.154,2060,10450
"27",824059324,2015,3,25,3,1450000,4,3.5,3720,8301,2,0,0,3,10,2880,840,2008,0,98004,47.5885,-122.199,2080,9676
"28",7550800736,2015,5,6,3,6e+05,2,1.75,1180,5000,1,0,0,2,7,880,300,1925,0,98107,47.6749,-122.398,1470,5000
"29",6413100311,2014,6,3,2,390000,3,2,1080,7236,1,0,0,5,7,1080,0,1947,0,98125,47.7143,-122.32,1120,8008
"30",3447000100,2015,4,22,3,645000,4,2.5,2250,10696,2,0,0,3,8,2250,0,1996,0,98006,47.5715,-122.128,2340,13286
"31",6114400028,2014,6,18,3,403500,5,2.5,3600,17300,1,0,0,4,8,2410,1190,1968,0,98166,47.4468,-122.341,2620,30200
"32",3424069154,2014,6,24,2,362500,4,1.75,1450,8450,1,0,0,3,7,1450,0,1960,0,98027,47.5289,-122.028,1540,8450
"33",7856400240,2014,6,27,5,1620000,4,3,3900,9750,1,0,4,5,10,2520,1380,1972,0,98006,47.5605,-122.158,3410,9450
"34",925049278,2015,3,4,3,607000,4,2,1490,4054,1.5,0,0,5,7,1490,0,1926,0,98115,47.6744,-122.301,1510,3889
"35",7972601950,2014,6,17,2,379900,5,3.5,2800,7350,2,0,0,3,7,2800,0,1995,0,98106,47.5273,-122.345,2190,7620
"36",8079040490,2014,6,23,1,470000,3,2.5,2150,8221,2,0,0,3,8,2150,0,1992,0,98059,47.5085,-122.15,2490,7951
"37",8082400100,2014,8,25,1,535000,3,1.75,1380,3561,1,0,0,4,7,860,520,1925,0,98117,47.6822,-122.399,1820,4593
"38",339600010,2014,10,17,5,352500,3,1,1000,4171,1,0,0,3,7,1000,0,1985,0,98052,47.6834,-122.097,1090,3479
"39",9272202260,2014,9,24,3,130000,3,1,1200,7000,2,0,0,1,7,1200,0,1908,0,98116,47.5883,-122.384,3290,6000
"40",6306800020,2014,11,11,2,452000,4,2.5,2716,7850,2,0,0,3,9,2716,0,2014,0,98030,47.352,-122.197,2580,14448
"41",6623400187,2015,2,20,5,365000,4,1,1760,8906,1,0,0,3,7,1230,530,1966,0,98055,47.4288,-122.198,1180,10407
"42",1442300035,2014,7,2,3,355000,3,1.75,1730,7416,1.5,0,0,3,7,1730,0,1954,0,98133,47.76,-122.349,1390,6490
"43",6819100150,2014,7,21,1,677915,3,2,1740,3600,1,0,0,5,7,990,750,1923,0,98119,47.6448,-122.358,1250,3600
"44",3261020080,2014,12,24,3,539500,4,2.25,2280,8550,1,0,0,3,8,1660,620,1977,0,98034,47.701,-122.231,2590,9500
"45",2459500310,2015,2,18,3,358000,3,2.25,1610,6655,2,0,0,4,7,1610,0,1985,0,98058,47.4296,-122.161,1780,7529
"46",7011201325,2014,10,28,2,1010000,4,2.75,2940,5400,1.5,0,2,5,8,1940,1000,1910,0,98119,47.6366,-122.369,1970,2008
"47",3753000100,2014,8,28,4,399000,3,3,1520,1884,3,0,0,3,8,1520,0,2009,0,98125,47.7176,-122.284,1360,1939
"48",4307330050,2014,7,21,1,439900,5,3.5,3390,7950,2,0,2,3,7,3390,0,2003,0,98056,47.4792,-122.181,2580,6900
"49",7831800460,2014,5,2,5,235000,2,1,1210,9400,1,0,0,2,6,1210,0,1949,0,98106,47.5342,-122.36,1580,6026
"50",3052700245,2015,3,25,3,750000,4,2,2640,5000,2,0,0,3,7,2040,600,1949,0,98117,47.678,-122.375,1330,5000
"51",7137960460,2014,5,28,3,225000,3,2.5,1680,6755,2,0,0,3,8,1680,0,1994,0,98092,47.3293,-122.17,1860,7257
"52",8125200483,2014,6,9,1,288350,3,1.5,1860,7963,1,0,0,3,7,1200,660,1963,0,98188,47.4513,-122.268,1800,10400
"53",524059322,2015,2,26,4,999999,3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,98004,47.5983,-122.2,1780,4764
"54",7888780090,2014,11,21,5,277950,3,2.5,2100,6021,2,0,0,3,7,2100,0,1992,0,98023,47.2917,-122.375,2091,7547
"55",8886000005,2015,3,9,1,649000,2,2.75,2090,23962,2,0,3,4,8,2090,0,1988,0,98070,47.4145,-122.44,1820,32340
"56",7504030090,2014,6,1,7,660000,4,1.75,2780,9900,2,0,0,4,10,2780,0,1978,0,98074,47.6348,-122.06,2600,12000
"57",3521049048,2014,8,11,1,515000,3,2.5,3430,48993,2,0,0,3,9,3430,0,2001,0,98001,47.2609,-122.27,2460,36256
"58",1336800185,2014,6,17,2,1190000,3,2.75,2500,5568,2,0,0,5,9,2500,0,1905,0,98112,47.6258,-122.312,2810,5568
"59",3353402390,2015,5,1,5,171500,3,1,1150,6480,1.5,0,0,4,5,1150,0,1946,0,98001,47.2642,-122.258,1100,7300
"60",5470100270,2014,12,9,2,225000,3,1.5,1310,10491,1,0,0,4,7,1310,0,1969,0,98042,47.3682,-122.148,1430,9664
"61",9321010130,2015,3,12,4,278500,3,1.75,1390,8980,1,0,0,4,8,1390,0,1985,0,98022,47.2015,-122.005,1770,9085
"62",7663700663,2014,9,10,3,353000,2,1,860,8511,1,0,0,3,7,860,0,1949,0,98125,47.7312,-122.3,1554,8499
"63",2558160220,2014,12,10,3,385000,4,2.5,2030,11375,1,0,0,3,7,1330,700,1969,0,98028,47.7765,-122.261,1500,9160
"64",3205400230,2014,7,16,3,347000,3,1,1010,7200,1,0,0,3,7,1010,0,1968,0,98034,47.7225,-122.179,1120,7200
"65",9122001231,2015,4,3,5,585444,6,3.75,2740,6924,1,0,2,3,7,1640,1100,1962,0,98144,47.5816,-122.296,1940,6000
"66",179000240,2015,3,25,3,290500,4,2.5,1680,3000,2,0,0,3,7,1680,0,2003,0,98178,47.494,-122.279,1420,5500
"67",6633900170,2014,5,8,4,595000,3,2.5,1750,3354,2,0,0,4,7,1750,0,1991,0,98033,47.6953,-122.199,1750,4286
"68",3336001946,2015,3,7,6,263300,2,1,900,4500,1,0,0,3,7,900,0,1951,0,98118,47.5273,-122.265,1175,5320
"69",5416100110,2014,11,18,2,339000,4,2.5,2840,8746,2,0,0,3,8,2840,0,2001,0,98022,47.19,-122.013,2630,9900
"70",9521100855,2014,6,10,2,440000,3,1.5,1290,1286,3,0,0,3,7,1290,0,2000,0,98103,47.6617,-122.349,1720,1286
"71",1665400045,2015,4,28,2,186375,3,1,1000,7636,1,0,0,2,7,1000,0,1952,0,98166,47.472,-122.344,1150,7600
"72",2540820010,2015,4,27,1,750000,4,2.5,2930,8641,2,0,0,3,8,2930,0,2010,0,98034,47.7199,-122.246,2120,11175
"73",7254000050,2015,2,24,2,596000,3,2.5,1730,2631,2,0,0,3,8,1730,0,2001,0,98005,47.5878,-122.165,1730,2751
"74",1843200240,2015,5,5,2,2e+05,2,1.5,1360,1898,2,0,0,3,7,1360,0,1978,0,98092,47.2852,-122.19,1360,1898
"75",7702020030,2015,2,25,3,533000,4,2.5,2590,6394,2,0,0,3,8,2590,0,2003,0,98028,47.7599,-122.233,2500,5328
"76",4137010310,2014,8,22,5,205000,3,2,1800,11419,1,0,0,3,8,1800,0,1989,0,98092,47.2623,-122.217,2220,11406
"77",1377300020,2015,2,19,4,650000,3,1.5,2120,8448,1,0,0,3,7,1060,1060,1940,0,98199,47.6438,-122.403,1620,7920
"78",8956000350,2014,9,3,3,605000,3,2.5,2010,3667,2,0,0,3,9,2010,0,2008,0,98027,47.545,-122.015,2350,3600
"79",8731950910,2015,2,18,3,227000,3,1.75,1680,7455,1,0,0,4,8,1680,0,1968,0,98023,47.3112,-122.378,2040,8214
"80",3741600020,2014,9,15,1,540000,3,2.25,2100,20018,1,0,4,3,8,1470,630,1948,0,98166,47.4544,-122.366,2410,17196
"81",3876312370,2014,9,15,1,434500,3,1.75,1930,7210,1,0,0,3,7,1110,820,1975,0,98072,47.735,-122.174,1870,7877
"82",6321000045,2014,12,22,1,1880000,5,3.25,4110,7920,2,0,3,3,9,3150,960,1921,0,98122,47.617,-122.282,3890,7800
"83",2484700145,2014,12,29,1,559000,4,1.75,2250,8458,1,0,0,3,8,1450,800,1954,0,98136,47.5235,-122.383,1950,7198
"84",2436200185,2015,2,23,1,829900,4,3.5,3840,4000,2,0,0,3,8,2640,1200,2001,0,98105,47.6642,-122.291,1620,4000
"85",2770604365,2014,6,23,1,649950,3,2.5,1500,1375,2,0,0,3,9,1200,300,2014,0,98119,47.6451,-122.375,1680,1627
"86",425000175,2014,10,13,1,208950,3,1,960,5700,1,0,0,4,5,960,0,1956,0,98056,47.4983,-122.172,960,5700
"87",2858600083,2014,12,22,1,550000,5,2.5,2780,9272,2,0,0,3,8,2780,0,2014,0,98126,47.5168,-122.378,1150,8460
"88",4147200140,2014,8,21,4,895000,4,3,3500,13444,2,0,0,3,10,2360,1140,1977,0,98040,47.5468,-122.231,3140,12935
"89",3463400330,2015,4,16,4,460000,3,2,2930,29136,2,0,0,3,8,2240,690,1990,0,98010,47.3102,-122.042,2110,29362
"90",4136950140,2014,12,15,1,250000,3,2.5,1700,6000,2,0,0,3,8,1700,0,1997,0,98092,47.2615,-122.221,1940,6626
"91",2569500210,2014,11,17,1,339950,0,2.5,2290,8319,2,0,0,3,8,2290,0,1985,0,98042,47.3473,-122.151,2500,8751
"92",2115720070,2014,11,25,2,216300,3,2.5,1650,5000,2,0,0,3,8,1650,0,1985,0,98023,47.3206,-122.394,1720,5000
"93",3034200399,2015,1,13,2,635000,4,2.5,2720,7991,2,0,0,3,9,2720,0,2006,0,98133,47.7168,-122.331,1590,8611
"94",9468200140,2014,8,19,2,450000,2,1.75,1250,2890,1,0,0,4,7,790,460,1920,0,98103,47.6795,-122.353,1500,3225
"95",7856400300,2014,7,2,3,1410000,2,2.5,3180,9400,2,0,4,5,10,2610,570,1985,0,98006,47.5617,-122.158,3760,9450
"96",8682310220,2014,8,27,3,765000,2,2.5,2170,6750,1,0,0,3,8,2170,0,2012,0,98053,47.7115,-122.014,2150,6074
"97",8149600065,2015,4,1,3,844000,4,3.5,3350,6350,2,0,2,3,8,2610,740,2009,0,98116,47.5602,-122.39,1820,6350
"98",898000220,2014,10,1,3,262500,3,1.5,1610,10291,1,0,0,4,7,1610,0,1961,0,98022,47.2025,-121.999,1410,7729
"99",2172000890,2014,11,20,4,385000,4,2.5,2560,6238,2,0,0,3,8,2560,0,2007,0,98178,47.4899,-122.255,2560,6240
"100",8899000430,2015,2,17,2,325500,4,1.75,2290,8142,1,0,0,4,7,1490,800,1969,0,98055,47.4564,-122.211,1840,8142
"101",7227802030,2014,6,23,1,350000,7,3,2800,9569,1,0,2,3,7,1400,1400,1963,0,98056,47.5102,-122.183,2150,7333
"102",1725059252,2015,4,2,4,550000,4,3.5,2770,24140,2,0,0,3,8,2770,0,1967,0,98033,47.6585,-122.186,1720,16011
"103",3746700120,2014,11,4,2,857326,3,3.5,3940,11632,2,0,0,3,10,3940,0,2014,0,98166,47.438,-122.344,2015,11632
"104",7215730070,2014,9,11,4,680000,5,3,2970,6500,2,0,0,3,9,2970,0,2000,0,98075,47.5973,-122.018,2970,6588
"105",3303980470,2014,12,1,1,1190000,4,3.25,3960,12895,2,0,0,3,11,3960,0,2001,0,98059,47.5211,-122.151,3870,12040
"106",7857000732,2014,11,1,6,350000,3,1.75,2090,6258,1,0,0,3,7,1390,700,1956,0,98108,47.5503,-122.301,1790,5793
"107",1939000040,2014,8,20,3,765000,4,2.5,3190,38119,2,0,0,3,9,3190,0,1988,0,98053,47.6698,-122.044,2560,36280
"108",7896300070,2015,5,1,5,265000,4,1,1290,6034,1,0,0,3,6,1050,240,1950,0,98118,47.5223,-122.286,1060,6034
"109",3192000085,2014,8,7,4,180000,3,1,1010,10215,1,0,0,3,6,1010,0,1955,0,98146,47.4872,-122.345,1320,10245
"110",3121500340,2014,7,12,6,690000,4,2.5,2900,23488,2,0,0,3,9,2900,0,1992,0,98053,47.6726,-122.03,2900,34589
"111",4337600280,2014,9,4,4,229000,3,2,1760,9900,1,0,0,4,7,1760,0,1943,0,98166,47.4783,-122.338,1190,9900
"112",8081900195,2014,12,10,3,572500,3,1,1590,4600,1.5,0,0,4,7,1290,300,1926,0,98117,47.6807,-122.399,1770,4350
"113",3629860160,2014,10,28,2,825000,3,2.5,3760,5260,2,0,0,3,9,3230,530,2002,0,98029,47.5489,-122.007,3080,5312
"114",1926069192,2014,5,9,5,1160000,4,4.25,5860,52889,2,0,0,4,10,4910,950,1996,0,98072,47.7245,-122.095,3320,39066
"115",1771100330,2014,6,5,4,250000,3,2.5,1510,10384,1,0,0,2,7,1030,480,1976,0,98077,47.758,-122.071,1490,10000
"116",3158500340,2014,7,11,5,299000,3,2.5,1650,4725,2,0,0,3,8,1650,0,2011,0,98038,47.3548,-122.055,2000,4725
"117",9268200600,2014,5,19,1,413500,2,1,770,4000,1,0,0,5,5,770,0,1924,0,98117,47.6959,-122.364,1420,5040
"118",9183701085,2015,4,15,3,302000,4,1.5,1790,10200,1,0,0,4,8,1210,580,1963,0,98030,47.3774,-122.225,1540,6600
"119",9834200305,2014,7,16,3,350000,3,1,1790,3876,1.5,0,0,5,7,1090,700,1904,0,98144,47.575,-122.288,1360,4080
"120",7749500250,2014,8,27,3,265000,5,2.25,2600,8075,1.5,0,0,4,8,2600,0,1969,0,98092,47.2961,-122.188,2200,8800
"121",8645500270,2014,10,28,2,246000,4,1.75,1720,7455,1,0,0,4,7,1020,700,1963,0,98058,47.4669,-122.182,1720,7700
"122",3598600049,2014,10,3,5,124000,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,47.4756,-122.301,1560,8603
"123",1021000060,2015,3,4,3,550500,2,1.5,930,7400,1,0,2,4,7,830,100,1909,0,98116,47.5691,-122.408,1920,4152
"124",8682292190,2014,12,15,1,850000,2,2.75,2700,9854,1,0,0,3,9,2700,0,2012,0,98053,47.7187,-122.024,1440,4168
"125",2722059013,2015,2,4,3,550000,2,1,1270,43560,1,0,0,4,5,1270,0,1908,0,98042,47.3651,-122.165,1870,6960
"126",1328330510,2014,9,9,2,344950,3,1.75,1870,7500,1,0,0,5,8,1320,550,1978,0,98058,47.4428,-122.134,1870,7275
"127",8857640210,2015,4,20,1,574000,4,2.5,2980,10179,2,0,2,3,9,2980,0,2003,0,98038,47.3895,-122.033,2980,8828
"128",3224510290,2014,10,16,4,920000,3,1.75,3670,11884,1,0,2,4,9,1950,1720,1979,0,98006,47.5604,-122.133,3020,9747
"129",323059167,2014,7,23,3,259000,2,1,1210,17389,1,0,0,4,5,1210,0,1948,0,98059,47.5044,-122.148,2140,14419
"130",8651611640,2015,4,24,5,782500,3,2.5,3750,7821,2,0,0,3,9,3750,0,2001,0,98074,47.6325,-122.064,3210,8405
"131",1604600227,2015,3,28,6,441000,2,1,1150,3000,1,0,0,3,6,780,370,1915,0,98118,47.5624,-122.291,1150,5000
"132",1321730470,2015,1,27,2,265000,3,2.25,2540,7216,2,0,0,3,8,2540,0,1991,0,98023,47.2906,-122.349,2140,7531
"133",1951820070,2014,8,22,5,491500,3,2.25,2230,13100,1,0,0,4,8,1510,720,1974,0,98006,47.5413,-122.174,2010,10650
"134",9151600541,2014,5,8,4,719000,3,2.5,1690,4500,1.5,0,1,4,8,1690,0,1928,0,98116,47.5841,-122.383,2140,7200
"135",2909700070,2014,5,27,2,455500,3,2,1460,10311,1,0,0,4,7,1460,0,1975,0,98052,47.6771,-122.156,1690,9679
"136",8887001192,2014,6,20,5,355000,2,1,1240,27042,1,0,1,3,6,1000,240,1943,0,98070,47.5026,-122.465,2140,20059
"137",2767601085,2015,1,26,1,733000,6,2.75,2730,5000,1,0,0,3,8,1780,950,1962,0,98107,47.6751,-122.38,2090,5000
"138",7520000695,2015,4,21,2,251000,3,1,840,4495,1,0,0,3,6,840,0,1921,0,98146,47.496,-122.349,1260,7434
"139",2781230020,2014,12,9,2,398500,4,2.5,2820,6666,2,0,0,3,9,2820,0,2007,0,98038,47.3473,-122.031,1880,7200
"140",8029500100,2015,2,26,4,317000,3,2.5,2100,7587,2,0,0,3,9,2100,0,1990,0,98023,47.3072,-122.391,2330,8119
"141",2310030500,2014,7,10,4,263000,3,1.75,1580,9187,1,0,0,3,8,1180,400,1993,0,98038,47.3538,-122.047,1620,6397
"142",6052400575,2014,5,14,3,175000,2,1,1170,8925,1,0,2,3,6,1170,0,1911,0,98198,47.4017,-122.321,1380,7440
"143",8562500380,2015,3,9,1,679000,4,2.5,3080,8451,1,0,0,3,7,1540,1540,1969,0,98052,47.674,-122.154,1550,8125
"144",3022900070,2014,9,29,1,348000,3,2,2360,6145,1,0,0,3,8,2360,0,2011,0,98030,47.3564,-122.198,2304,5880
"145",1545801970,2014,5,16,5,250000,3,2,1900,6660,1,0,0,5,7,950,950,1966,0,98038,47.3594,-122.054,1690,8111
"146",224059021,2014,12,19,5,450000,3,1,1150,35415,1,0,0,4,7,1010,140,1950,0,98008,47.5974,-122.129,2460,11781
"147",2826049282,2014,6,14,6,530000,3,2.5,1930,7214,2,0,0,3,8,1930,0,2005,0,98125,47.7191,-122.309,1930,7266
"148",8122600020,2014,5,21,3,2e+05,4,1,1310,5200,1.5,0,0,3,6,1160,150,1945,0,98126,47.5384,-122.37,1090,5180
"149",5095400760,2014,6,23,1,337000,3,1.75,1310,12750,1,0,0,3,7,1310,0,1993,0,98059,47.4695,-122.07,1790,13500
"150",6136900045,2014,8,21,4,412000,3,1,1660,6992,1,0,0,5,7,1260,400,1952,0,98155,47.7576,-122.318,1390,7359
"151",4022902715,2015,4,3,5,525000,5,3.25,2480,10277,2,0,0,5,8,1640,840,1993,0,98155,47.7726,-122.286,2270,10277
"152",1176000390,2014,6,12,4,448000,2,1.5,1630,3780,1,0,0,4,7,890,740,1940,0,98107,47.6711,-122.403,1770,6400
"153",1053000010,2015,4,21,2,465000,3,1.5,1280,4720,1,0,0,4,7,850,430,1941,0,98126,47.5509,-122.377,1280,4720
"154",2195900010,2014,7,14,1,270000,3,1.5,1540,13475,1,0,0,4,7,1540,0,1972,0,98059,47.4766,-122.153,1550,13475
"155",4379400490,2014,7,10,4,675000,4,2.5,2390,5249,2,0,0,3,9,2390,0,2006,0,98074,47.6194,-122.026,2600,5342
"156",9542830440,2015,3,30,1,340000,4,2.5,2090,4200,2,0,0,3,7,2090,0,2007,0,98038,47.3659,-122.017,2090,4200
"157",6381500720,2014,11,17,1,395000,4,2,2240,7085,1.5,0,0,3,7,2240,0,1944,1992,98125,47.7309,-122.305,1440,7085
"158",3528900768,2015,1,14,3,675000,3,3.25,1510,2064,2,0,0,3,8,1220,290,2008,0,98109,47.6398,-122.345,1670,2594
"159",5214500660,2015,5,5,2,525000,4,2.5,3070,7200,2,0,0,3,8,3070,0,2005,0,98059,47.4899,-122.138,2590,7200
"160",1377300135,2014,10,17,5,570000,2,1,1100,6240,1,0,0,4,7,1100,0,1941,0,98199,47.6446,-122.403,1250,6240
"161",3904930240,2014,9,22,1,485000,3,2.5,1880,5502,2,0,0,3,8,1880,0,1988,0,98029,47.5737,-122.018,2040,5411
"162",5104510540,2014,11,26,3,295000,3,2.5,1690,4102,2,0,0,3,7,1690,0,2003,0,98038,47.3552,-122.015,1830,4733
"163",2946002140,2014,8,12,2,279000,3,1.5,1780,16000,1,0,0,2,7,1240,540,1960,0,98198,47.419,-122.322,1860,9775
"164",5690500095,2014,8,26,2,735000,3,3.25,2960,39370,2,0,0,3,10,2960,0,1989,0,98011,47.7452,-122.202,2960,56628
"165",993000090,2015,4,14,2,752000,6,3.75,3810,6663,2,0,0,4,8,3810,0,1977,0,98103,47.6938,-122.34,1610,4561
"166",1079600270,2015,3,6,5,325000,3,1.75,1840,17286,1,0,0,4,7,1440,400,1978,0,98030,47.371,-122.173,1840,14541
"167",2426039123,2015,1,30,5,2420000,5,4.75,7880,24250,2,0,2,3,13,7880,0,1996,0,98177,47.7334,-122.362,2740,10761
"168",5468730030,2014,8,22,5,265000,3,2,1320,8959,1,0,0,3,7,1320,0,1993,0,98042,47.3536,-122.144,1740,7316
"169",3308030060,2014,6,19,4,385000,3,1.75,2310,11200,1,0,0,4,8,1630,680,1978,0,98030,47.3637,-122.21,2350,13300
"170",4442800008,2014,9,26,5,369000,3,2,1340,1480,3,0,0,3,8,1340,0,1997,0,98117,47.6904,-122.393,1340,1321
"171",9477200560,2015,4,13,1,440000,3,1.75,1530,7245,1,0,0,4,7,1530,0,1984,0,98034,47.731,-122.191,1530,7490
"172",2337300370,2015,2,6,5,175000,3,1,1030,8395,1,0,0,4,7,1030,0,1960,0,98023,47.3322,-122.337,1370,9380
"173",5379800446,2015,2,26,4,284000,3,2.5,2150,9375,1,0,0,3,8,1550,600,1968,0,98188,47.4578,-122.274,1950,9100
"174",4457300630,2014,7,16,3,842000,4,1.75,2170,9525,1,0,0,3,8,2170,0,1960,0,98040,47.5685,-122.217,1910,9525
"175",4017050820,2015,3,20,5,569999,3,2.5,3080,13880,2,0,0,3,9,3080,0,1990,0,98038,47.3726,-122.025,2780,15318
"176",2826049234,2015,1,14,3,425000,3,2.25,1820,8814,1,0,0,3,7,1280,540,1967,0,98125,47.7162,-122.309,1810,7515
"177",1442880380,2014,7,30,3,439990,3,2.5,2340,5171,2,0,0,3,8,2340,0,2013,0,98045,47.4832,-121.772,2790,5684
"178",5649300120,2015,4,20,1,597500,4,3,1890,35280,1,0,0,3,9,1510,380,1979,0,98052,47.7112,-122.099,2730,34525
"179",2721600010,2015,1,7,3,988000,3,1.75,2190,3800,1.5,0,2,4,8,2190,0,1923,0,98109,47.643,-122.355,2190,3880
"180",1735800050,2015,4,9,4,142500,1,1,690,6825,1,0,0,4,5,690,0,1917,0,98002,47.3109,-122.225,1330,5381
"181",6163901150,2014,11,9,7,346000,3,1.75,1590,9636,1.5,0,0,4,6,1590,0,1953,0,98155,47.754,-122.321,1800,9975
"182",2193310300,2015,4,1,3,510000,3,2,1430,9250,1,0,0,4,8,990,440,1983,0,98052,47.6952,-122.096,1830,8003
"183",6705120540,2014,12,22,1,462370,2,2.25,1860,2670,2,0,0,4,8,1860,0,1986,0,98006,47.5436,-122.187,1860,2531
"184",2161400060,2014,11,14,5,338900,3,2.25,1936,9495,1,0,0,3,8,1936,0,2013,0,98030,47.3714,-122.197,1410,12770
"185",9492500090,2014,5,27,2,754950,3,2.5,2610,7256,2,0,0,3,9,2610,0,2014,0,98033,47.695,-122.18,2610,7206
"186",3362900696,2014,10,20,1,415000,3,1,1500,3399,2,0,0,5,7,1300,200,1926,0,98103,47.6838,-122.352,1360,3588
"187",6791050100,2014,7,21,1,775000,3,2.5,2890,8470,2,0,0,3,10,2890,0,1996,0,98075,47.5785,-122.054,3000,8879
"188",7852130460,2015,3,25,3,5e+05,4,3,2520,4104,2,0,0,3,7,2520,0,2002,0,98065,47.5352,-121.88,2510,5015
"189",3585900190,2014,10,6,1,825000,3,2.5,3400,38400,1,0,4,3,8,1870,1530,1955,2015,98177,47.7611,-122.372,3400,24338
"190",7994700030,2014,10,23,4,201000,5,1.75,1660,78408,1.5,0,0,3,6,1660,0,1915,0,98065,47.529,-121.837,1660,78408
"191",6121800060,2014,9,10,3,260000,3,1.5,1320,9750,1,0,0,3,7,1320,0,1954,0,98148,47.4267,-122.331,1530,9750
"192",7272001610,2015,3,17,2,397000,4,2.5,2201,9542,2,0,0,3,8,2201,0,2006,0,98198,47.4002,-122.317,1990,9542
"193",7443001470,2014,5,20,2,755000,6,2,2150,4505,1,0,0,3,7,1270,880,1952,0,98119,47.6514,-122.369,1740,4505
"194",9828702310,2014,6,11,3,487028,2,1.5,1295,1093,2,0,0,3,9,1105,190,2007,0,98112,47.6192,-122.299,1295,1413
"195",6324000090,2015,5,11,1,210000,2,1,990,8140,1,0,0,1,6,990,0,1910,0,98116,47.5828,-122.382,2150,5000
